dialog,act,emotion
"[""wow ! You're going to Tibet ? ""
 ' yes , my brothe and I are going . We just finished making our itinerary . '
 "" that's really cool ! I've always dreamed of going somewhere like Tibet , seeing something unique . ""
 ' great minds think alike . My brother and I have been thinking about going to Tibet for quite a long time . Do you have anything on your schedule ? '
 ' nothing particular . '
 "" why don't you join us ? We are leaving next week ; you'll still have a week to prepare . ""
 "" oh , Tibet sounds great , but I'm afraid it'll cost too much . Last time I traveled to India , and it cost me a fortune . ""
 "" come on ! We're traveling on our own . It won't cost too much . ""
 ' ok , then count me in . where will we stay ? '
 ' the youth hotels are comfortable and cheap . '
 ' then make sure that you book me a room , too . '
 "" I'll take care of it . ""
 ' and check whether they accept credit cards . ' ' no problem . ']",[2 1 1 2 1 3 1 3 2 1 3 4 3 4],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Excuse me.Would you like a drink before your meal ? ' ' Pardon me ? '
 ' Would you like a drink ? ' "" Oh , I see . I'll have beer , please . ""
 ' OK.Here you are . ' ' Thank you.How much is it ? '
 ' Well , all the drinks including beer are free of charge . '
 ' Are you sure ? Then , I will have more beer , please . '
 "" Don't worry.We will come back again a little later . ""]",[3 2 3 3 4 2 1 3 4],[0 0 0 0 0 4 0 6 0]
"['Wow , what a cool car ! The styling of this car really appeals to me . '
 ' Yes , this is a very popular car . '
 ' I want to buy it . How much does this car cost ? '
 "" The car is beautiful , isn't it ? Come on inside and we'll discuss the price . ""
 ' You can tell me here . I just want to know the price . '
 "" 50000 yuan ' What a deal ! That will , of course , include tax , licence , and registration fee . ""
 "" I appreciate your help , but I think I'll look around a bit . ""
 ' Then what price would be fair to you ? '
 ' I think that 30000 yuan would be fair for this car . '
 ' I can see that you are a smart buyer . Forty thousand is my best price . '
 "" Can't you make it cheaper ? I still can't afford the car . ""
 ' 38000yuan is my final offer . ' ' Hum ... OK . I will take it . ']",[1 1 2 3 4 1 1 2 1 1 2 1 1],[4 0 0 0 0 0 0 0 0 0 0 0 4]
"['Both our countries are quite small . How would you describe the landscape in your country ? '
 ' My country is well know for being very flat . There are some hills in the southeast of the country . '
 ' Is it really completely flat ? '
 ' Pretty much . The land rises and falls only a few meters . The southeast , the hills rise to a height of a few hundred meters . There are mountains over 1000 meters high in your country . '
 ' Yes , there are . They are not very big compared with the mountains in other countries . '
 ' The coast of your country is very varied . The coast of my country is just made up of sandy beaches . '
 ' That doesn ’ t sound too bad . Great for sunbathing ! The coast of my country changes even within a few kilometers . There are cliffs , then sandy beaches . Then rocks . There are lots of caves in the cliffs . '
 ' There are many lakes and rivers in your country too . We also have many rivers , but only a few lakes . '
 ' We also have waterfalls in the mountains . They make the landscapes look very scenic . The landscape has been shapes by millions of years of erosion , especially by water . ']",[2 1 2 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0]
"['Have you bought War Craft 2 yet ? '
 ' Yeah ! I bought it the day it was released . ' ' How do you like it ? '
 "" It's a great game . There are a lot of new characters . ""
 ' Did it cost very much '
 ' It cost about thirty . Most games cost about that much . '
 ' Mechwarrior is such a good game . The graphics are awesome ! '
 "" Oh , I know what you mean . I'm addicted to that game . ""
 ' My roommate always wants to play it . But I told her to buy her own game . '
 "" Yeah , my roommate likes to watch me play . He says it's like watching a movie . ""
 "" I've never seen such good graphics . ""
 "" And I've never heard such good sound in a game . ""]",[2 1 2 1 2 1 1 1 1 1 1 1],[0 4 0 0 0 0 4 4 0 0 4 4]
"['Hi , John , how was your vacation ? '
 ' Awesome , we went to Australia and New Zealand . '
 ' That must have been wonderful . Do anything interesting ? '
 ' Well , we went bungee jumping when we were in Australia . '
 ' Wow ! Isn ’ t that dangerous ? '
 ' A little , but the rush was worth it . ' ' Tell me about it . '
 ' We jumped off a bridge and fell 500 feet before the bungee cord caught us . '
 ' 500 feet ! I would never be able to do that . '
 ' Yeah , it was scary , but exhilarating . ']",[2 1 2 1 2 1 1 1 1 1],[0 4 4 4 6 4 4 4 6 4]
"['Hello , this is Helen speaking . '
 ' Hello , Helen . This is John . How are you ? '
 ' Fine , thank you . And you ? '
 ' Fine , thanks . I ’ ll have a party next Sunday at home . I ’ m calling to ask whether you can come or not . '
 ' Oh , how wonderful . I ’ ll be glad to . '
 ' Okay , now you are a famous star . '
 ' Hum , don ’ t say that . Maybe you can do something useful for me . '
 ' What ’ s wrong with you ? ' ' I ’ ll tell you at the party . '
 ' Okay . ']",[1 2 2 3 4 1 1 2 1 1],[0 0 4 4 4 4 0 6 0 0]
"['Good evening , madam . May I help you ? '
 ' Yes , do you have a table for five ? '
 ' Yes , would you like smoking or non-smoking ? '
 "" We'd like a non-smoking room , please . ""
 ' No problem . Follow me , please . ']",[2 2 2 3 4],[0 0 0 0 4]
"['Harry , do you like the opera ? ' ' No , not really . '
 ' Why is that ? It is called real art . '
 "" Well , it's very expensive and they're usually singing in another language . That kind of gets on my nerves . ""
 ' Yeah , that makes sense . ']",[2 1 2 1 1],[0 0 6 0 0]
"['Did you hear what she said to me ? ' ' I heard it . '
 ' What do you think I should do about it ? '
 ' Just let it be . Her rudeness will come back to haunt her . ']",[2 1 2 1],[1 0 1 0]
"['Hey , David . Would you like some drinks ? '
 ' OK . Shall we go to a bar ? '
 ' Good idea . I like hanging out in bars at night . ' ' Why ? '
 ' For killing time and making new friends . '
 "" Don't you think it ’ s too noisy here ? The rock music ! I can hardly bear it . ""
 "" Calm down ! My little guy ! You'll get used to that after you come here several times . ""
 "" Well , I'll try . Then what would you like to drink ? It's on me . ""
 "" I'd like a gin and tonic . ""]",[3 3 4 2 1 2 1 2 1],[4 4 4 0 0 0 0 0 0]
"[""OK , guys . Here's the plan . Get the ball to the goal , and keep it away from Rich and Taylor ! ""
 ' Why ? Are they good ? '
 ' They played ball at school . Here we go . Yi-jun , go out for a pass ! '
 "" I'm ready ! Whoa , what a hard throw ! I can't get that ! ""
 "" Catch it , Yi-jun ! Run to the ball ! Uh-oh ! Slow down , you're going to hit ... ""
 ' Ummmph ! ']",[1 2 1 1 1 1],[0 0 0 0 0 0]
"['You look so excited . What happened ? '
 ' You are not going to believe this . Do you remember the dress we saw at Mayors that was so beautiful and expensive ? I got it today at half price . '
 ' So they have started the year end sale earlier this year . '
 "" How can you stay so calm ? Aren't you going to take a look to see if there is anything for you ? ""
 "" I guess I'll wait a few more days . There maybe even bigger discount then . ""
 "" But there won't be anything good left . ""]",[2 1 1 2 1 1],[0 4 0 6 0 0]
"['Hi , boss . You have a call . '
 ' I told you to hold my calls . I ’ m very busy at the moment . '
 ' I know . But she said she had an important thing to tell you . '
 ' Okay . Put her through . ' ' Thanks . ']",[3 4 3 3 4],[0 0 0 0 4]
"['Excuse me . May I see Mrs . Smith ? '
 "" It's me . What can I do for you ? ""
 "" Nice to meet you , Mrs . Smith . I'm coming here for an interview by appointment . ""
 ' Are you Mr . Wu ? ' ' Yes , I am . '
 ' Nice to meet you , too . Did you have any difficulty finding our company ? '
 ' Not really , I am familiar with this area . ']",[3 4 3 2 1 2 1],[0 0 0 0 0 0 0]
"[""If I won the Pools , I'd go round the world . ""
 "" Would you ? I wouldn't . "" ' What would you do ? '
 "" Oh , I don't know . I'd buy a big house with a garden for my wife and kids , I suppose . But it's difficult to imagine having a lot of money . ""
 "" One thing's certain . If I had a lot of money , I wouldn't work any more . ""
 "" Wouldn't you ? What would you do with all that spare time ? ""
 "" As I said , I'd go round the world . ""
 ' What would you do after that ? '
 "" Oh , I don't know . It'd take me a long time to go round the world . ""
 "" It doesn't sound very exciting . ""
 "" Anyway , we haven't won the Pools , and we're not likely to win them . So there isn't much point in talking about it , is there ? ""
 "" I'd be happy if I got a rise . ""
 ' And my wife would be happy if I bought her a mink coat . '
 "" Well , I'm not likely to get a rise and you haven't the money for a mink coat , so let's come down to earth and have another drink . ""
 "" What'll you have ? "" "" I'll have a pint of the best . ""
 "" I'd have a Scotch if I were you . We deserve it . ""
 ' All right . Make it a double , will you ? ']",[1 1 2 1 1 2 1 2 1 1 2 1 1 1 2 1 1 3],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hi , Anna . I haven ’ t seen you for ages . Where have you been ? '
 ' I ’ Ve been away on holidays for sometime . '
 ' No wonder I haven ’ t seen you recently . Where did you spend your holidays ? '
 ' I went with my husband . Our first stop was Bangkok . We stayed there for 5 days . Then we flew to Hong Kong , stopover for 3 days . Our last stop was China . We visited the Great Wall . '
 ' You must have a wonderful time . '
 ' Yes . We enjoyed ourselves very much . Have you traveled much , Luke ? '
 ' No , my wife doesn ’ t like traveling . We haven ’ t been traveling for more than ten years . The first time we traveled together was in 1978 when we just got married . We spent our honeymoon in the Alps . ']",[2 1 2 1 1 2 1],[0 0 0 0 0 4 0]
"['Excuse me , does this bus go to the new bookstore ? '
 "" No , you'll have to get off at the bank , and take a No . 50 . ""
 ' Thank you . How much is the fare to that stop ? ' ' One dollar . '
 ' How many stops are there ? ' ' Two stops after this one . '
 ' Could you please tell me when we get there ? ' ' Sure . '
 ' By the way , do I need a transfer again after No . 50 ? '
 ' No , a No . 50 will take you right there . ' ' Thank you . ']",[2 1 2 1 2 1 3 4 2 1 1],[0 0 4 0 0 0 0 0 0 0 0]
"[""I've come to say goodbye . "" ' When do you leave ? '
 "" I'm catching the 11:00 train . ""
 "" Take care of yourself and don't forget to keep in touch . ""
 ' Goodbye . Hope to see you again next year . ']",[1 2 1 1 1],[0 0 0 0 4]
"[""Hello . Are you a friend of Helen's ? ""
 ' Actually , a friend of a friend . '
 "" My name is Phil . What's yours ? "" ' Alecia . '
 ' Have you tried these little ditties ? They are really good . '
 ' Thanks . They look delicious . '
 ' Can I get you some punch ? I was just going to go get myself some . '
 ' That would be great . I would love some . ']",[2 1 2 1 3 1 3 4],[0 0 0 0 4 4 4 4]
"[""Mary , my friend recommend me for a job to work in a company , and I feel it's great . ""
 ' Really ? Are you familiar with that company ? '
 ' He has introduced the company details to me . '
 ' What does the company mainly do ? '
 ' The company deals in selling electronics . '
 ' When was the company founded ? '
 ' It was founded in 2002 , has been in business for 10 years . '
 ' How many employees are there in total in the company ? '
 ' More than 2000 now . '
 ' What education background do the employees usually have ? '
 ' The company deals in selling electronics . '
 ' When was the company founded ? '
 ' It was founded in 2002 , has been in business for 10 years . '
 ' How many employees are there in total in the company ? '
 ' More than 2000 now . '
 ' What education background do the employees usually have ? '
 "" More than half of the employees have bachelors ' degree . ""
 ' Are there many promotion chances in the company ? '
 ' Three times every year . ' "" That's great . You can go take a look . ""]",[1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 3],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4]
